Date,Hours Online,Av. WHT (Deg C),Av. WHP (bar),Av. DHT (Deg C),Av. DHP (bar),Oil (m3),Gas (m3),Produced Water (m3),Well_ID,X,Y
2001-04-29,24.0,79.05460416666659,82.4593190610747,96.5071916666668,191.39119963293302,1949.0571719576699,382085.881901126,19.3743056241062,Well_12,1.23349,56.8859
2001-04-29,24.0,69.1503458333333,36.7927864647298,96.8043375,213.310589476706,2449.83386010546,326574.408535461,0.0,Well_13,1.22352,56.9148
2001-04-30,23.5,76.6609387755102,100.30164983854301,96.4054469387755,190.65387320914402,1398.6017479270101,333673.33538697404,14.115795528166199,Well_12,1.23349,56.8859
2001-04-30,23.5,74.9930625,38.9006277039958,96.7456395833334,214.45618512136303,2151.63858542911,349064.716177481,0.0,Well_13,1.22352,56.9148
2001-05-01,24.0,83.4452632653061,83.549861525924,99.8927755102041,195.97543967457102,1062.9245209925,107141.607488523,10.842016666331599,Well_12,1.23349,56.8859
2001-05-01,24.0,82.5737020408164,66.7849461493868,95.9463999999999,217.42828999514,2606.8080224044,477811.949016426,0.0,Well_13,1.22352,56.9148
2001-05-02,24.0,83.4295645833333,83.85563386339801,99.8836458333333,195.72216101026,1103.8099699628099,106730.721288603,11.049201522525001,Well_12,1.23349,56.8859
2001-05-02,24.0,81.2893020833333,66.97546118548459,96.10944375,212.92175312819,2545.50921037862,488526.33859791403,0.0,Well_13,1.22352,56.9148
2001-05-03,23.0,83.7872106382979,82.8873692828625,99.8630276595745,194.67959535588702,1190.45957397264,109159.684631903,12.034570906140198,Well_12,1.23349,56.8859
2001-05-03,23.0,77.632375,72.8866727987534,96.292925,207.542723925313,2164.20780897352,452738.92612111795,0.0,Well_13,1.22352,56.9148
2001-05-04,23.0,83.26542444444439,83.6237686397308,99.83654666666669,194.5854481967,1074.25565357191,100438.31359550399,12.1033778384448,Well_12,1.23349,56.8859
2001-05-04,23.0,76.75880000000001,80.16662785656409,96.2785895833334,209.10094832326303,1654.3925028369902,289784.34766781505,0.0,Well_13,1.22352,56.9148
2001-05-05,23.0,75.38151041666669,85.2968711258043,99.4071645833333,196.726883369897,1048.56247283686,101616.028550117,11.0915268398627,Well_12,1.23349,56.8859
2001-05-05,23.0,71.61735416666669,78.9414200465136,96.3014875,208.299410308911,1987.6521734237501,430538.576556523,0.0,Well_13,1.22352,56.9148
2001-05-06,24.0,14.687325,91.47630715699049,95.7978375,205.967498405273,734.18718880885,19546.4794317814,11.317517097568699,Well_12,1.23349,56.8859
2001-05-06,24.0,7.55748541666667,92.7141455029104,96.2748166666667,209.986356595589,1386.96479388927,56982.2106429832,0.0,Well_13,1.22352,56.9148
2001-05-07,24.0,83.06127142857139,84.9684711136179,99.8732897959183,195.622412695951,1129.44119392906,154181.18334823,10.8950386704372,Well_12,1.23349,56.8859
2001-05-07,24.0,80.4246,66.2221269507913,96.31581836734689,206.26018674612203,2508.12527122584,689629.938963582,0.0,Well_13,1.22352,56.9148
2001-05-08,24.0,83.023975,85.0043168334986,99.8734979166666,195.61283594150203,1131.1588044537302,148419.643922924,10.8501132273955,Well_12,1.23349,56.8859
2001-05-08,24.0,79.7192395833333,65.97104505853301,96.3225208333333,205.55269060851703,2502.13409735256,717795.42651813,0.0,Well_13,1.22352,56.9148
2001-05-09,24.0,83.015025,85.00030525475769,99.8728361111111,195.55575722429,1139.7943732292301,97967.7431959895,10.858783816144898,Well_12,1.23349,56.8859
2001-05-09,24.0,78.94466944444439,65.8658371181038,96.3191361111111,205.17920478097201,2492.34796175478,516141.53283971,0.0,Well_13,1.22352,56.9148
2001-05-10,24.0,82.98100000000001,85.01348963476059,99.87252580645159,195.515719255063,1118.41010034769,120481.828042092,10.8270883823808,Well_12,1.23349,56.8859
2001-05-10,24.0,80.9644032258064,65.2018743001566,96.31320000000001,204.678301202432,2500.2029361375303,525719.9513388539,0.0,Well_13,1.22352,56.9148
2001-05-11,24.0,83.0077833333333,85.0067833607077,99.8678708333334,195.350981996731,1132.93702214599,115012.87982788299,10.9513533870968,Well_12,1.23349,56.8859
2001-05-11,24.0,81.13312499999999,65.0443307883162,96.3110875,204.359195588758,2504.74461954415,476161.385312581,0.0,Well_13,1.22352,56.9148
2001-05-12,24.0,82.99895625,85.0089561545245,99.86625,195.27122400625,1143.45450593294,100557.318360384,10.976919546718598,Well_12,1.23349,56.8859
2001-05-12,24.0,79.7347208333333,64.9011867983479,96.3095958333333,203.985695873109,2485.40683481546,484985.24061790097,0.0,Well_13,1.22352,56.9148
2001-05-13,24.0,82.9733145833333,85.0110768679526,99.86693125,195.251862600945,1128.66044847901,111274.75349839,10.9399550194661,Well_12,1.23349,56.8859
2001-05-13,24.0,81.2955375,65.0103847909571,96.30656875,203.687837714017,2489.26493017838,445520.98953893495,0.0,Well_13,1.22352,56.9148
2001-05-14,24.0,83.0279916666667,84.6850453017862,99.87059166666668,195.208852532735,1137.71703001529,99462.360882691,10.919792360758,Well_12,1.23349,56.8859
2001-05-14,24.0,79.93730208333331,64.8777381241366,96.30240625,203.32069180579,2478.67516036281,474850.871157884,0.0,Well_13,1.22352,56.9148
2001-05-15,24.0,83.04043125,84.5527527816089,99.8720479166667,195.16327594297002,1132.91920950053,106990.412690728,10.9062971432544,Well_12,1.23349,56.8859
2001-05-15,24.0,80.71896875,65.00862655703439,96.2989333333334,203.01943800535503,2481.6130397596603,465705.41391200904,0.0,Well_13,1.22352,56.9148
2001-05-16,24.0,83.1634833333333,83.9832224828674,99.8776083333333,195.08048062422,1136.1117742344602,99922.1109841763,10.9207585358732,Well_12,1.23349,56.8859
2001-05-16,24.0,80.44655416666669,64.638447486969,96.29948541666668,202.67689487275302,2480.03926366879,458700.800643877,0.0,Well_13,1.22352,56.9148
2001-05-17,24.0,83.1665208333333,83.8466718701094,99.8800041666666,195.06817090354502,1132.38143076669,94307.4816462537,10.8732118923804,Well_12,1.23349,56.8859
2001-05-17,24.0,79.8876458333333,64.8525541313735,96.2972208333333,202.371641298465,2458.5044242214403,465607.03191453504,0.0,Well_13,1.22352,56.9148
2001-05-18,24.0,83.2182479166667,83.6407397635163,99.879775,194.95482522877901,1112.8239679252401,96749.51710722009,10.928964777530599,Well_12,1.23349,56.8859
2001-05-18,24.0,80.69219166666669,64.2286394075289,96.2959291666667,202.03903510402802,2430.61054166769,431370.875997095,0.0,Well_13,1.22352,56.9148
2001-05-19,24.0,83.13635625,84.0058420372905,99.87288125,194.838240153836,1133.03890554895,104682.511991577,11.000819887176199,Well_12,1.23349,56.8859
2001-05-19,24.0,80.7762291666667,64.0097392841478,96.29476875,201.76494643434202,2461.941543334,444476.851773851,0.0,Well_13,1.22352,56.9148
2001-05-20,24.0,83.11382083333329,84.00763568587759,99.8729229166667,194.80583781919802,1132.11800094115,96361.84331460489,10.9777253867392,Well_12,1.23349,56.8859
2001-05-20,24.0,80.24641666666669,64.10014458929611,96.29228125,201.48610803320602,2446.8811188641403,435076.816284389,0.0,Well_13,1.22352,56.9148
2001-05-21,24.0,83.0794755102041,84.0113354341767,99.8743040816326,194.80963824207703,1144.51871735242,92968.8447424986,10.9168071873186,Well_12,1.23349,56.8859
2001-05-21,24.0,79.4309020408163,64.5927456066689,96.27702653061229,201.20671736737702,2451.69169814143,461994.57699445303,0.0,Well_13,1.22352,56.9148
2001-05-22,24.0,83.05488125,84.01021470672629,99.8743583333333,194.783516164598,1144.03096661686,93115.9277042183,10.8875171144526,Well_12,1.23349,56.8859
2001-05-22,24.0,79.24021875,64.7793541034385,96.2754,200.96797066204002,2443.1620591579203,472212.509585279,0.0,Well_13,1.22352,56.9148
2001-05-23,8.5,82.9501619047619,84.3153257295504,99.8723952380952,194.81147351246102,410.300029430081,51561.036878250095,10.824554801934099,Well_12,1.23349,56.8859
2001-05-23,7.0,65.82577599999999,67.2138791219947,96.218952,201.80425337859302,711.7312541370011,260143.71194369099,0.0,Well_13,1.22352,56.9148
2001-05-24,7.0,83.63614,81.2771179860889,99.90397999999999,194.713974263166,770.214239412805,87098.497804925,10.770780255522,Well_12,1.23349,56.8859
2001-05-24,21.0,81.74987,64.61517005307579,96.28650999999999,201.50019057031201,1692.9906244933202,382548.51568160503,0.0,Well_13,1.22352,56.9148
2001-05-25,17.0,82.28078529411759,84.1080161623235,99.88001470588229,195.66924966363402,711.698880252486,346648.340051151,9.842398461595979,Well_12,1.23349,56.8859
2001-05-25,17.0,80.81478285714279,75.13222970395279,96.2481257142857,203.60827137936602,1457.60934943293,1179446.46003107,0.0,Well_13,1.22352,56.9148
2001-05-26,24.0,81.9526854166666,85.00425850346309,99.88343125,196.155694831579,996.103001655071,127138.907107024,9.324039632925478,Well_12,1.23349,56.8859
2001-05-26,24.0,84.2775895833333,71.05236609383739,96.2732833333333,202.316123604103,2249.02852362483,373861.707359653,0.0,Well_13,1.22352,56.9148
2001-05-27,24.0,81.9182270833333,85.0019336349113,99.8830666666666,196.12650273210102,987.0907685990571,124699.809091697,9.29796331618465,Well_12,1.23349,56.8859
2001-05-27,24.0,83.99685625,70.9214547455686,96.2731083333333,201.934978487392,2232.43973572803,386031.16884383,0.0,Well_13,1.22352,56.9148
2001-05-28,21.0,81.7173571428571,84.7413683077582,99.87224047619048,195.677812624862,971.5373085377411,131186.790449555,9.6897345342898,Well_12,1.23349,56.8859
2001-05-28,21.0,73.75187021276601,76.0293187393534,96.22946595744679,202.917259385374,1710.38310667013,365292.65327491204,0.0,Well_13,1.22352,56.9148
2001-05-29,24.0,59.3589145833334,84.54137286947389,95.3846770833333,138.087595069114,732.747701702831,631578.628973746,9.26890934768791,Well_12,1.23349,56.8859
2001-05-29,24.0,75.0008277777778,76.0915617331352,96.17777777777779,202.902666829822,1671.240194992,1304321.19718476,0.0,Well_13,1.22352,56.9148
2001-05-30,24.0,77.19070000000009,84.9776787562827,96.4721,179.82841589303902,877.8479133615022,154554.74911593698,8.989826334021918,Well_12,1.23349,56.8859
2001-05-30,24.0,80.9853208333333,71.76051147194529,96.26666666666681,201.571144891887,2366.67595678619,366602.588212518,0.0,Well_13,1.22352,56.9148
2001-05-31,24.0,76.94705416666669,85.0007149538156,96.47743958333339,179.98064686922902,854.804234804179,147271.23904341602,8.68359879707611,Well_12,1.23349,56.8859
2001-05-31,24.0,80.58759375,71.93752438029729,96.27250000000001,201.145543955375,2367.21117983607,367862.95962050103,0.0,Well_13,1.22352,56.9148
2001-06-01,24.0,76.8708270833334,85.0072562506371,96.4791333333332,180.02815459980698,855.8371553076361,150153.932400169,8.58791830883522,Well_12,1.23349,56.8859
2001-06-01,24.0,79.96136666666669,72.25526683179719,96.2708333333334,200.808479679665,2373.78999062432,380130.055462113,0.0,Well_13,1.22352,56.9148
2001-06-02,24.0,76.9326833333334,84.99706099374389,96.4779645833334,179.9915358369,865.694056639889,151998.3947867,8.66120394068807,Well_12,1.23349,56.8859
2001-06-02,24.0,79.99475625,72.21417957153871,96.26541666666681,200.514537965804,2375.08445426041,384077.704721182,0.0,Well_13,1.22352,56.9148
2001-06-03,24.0,76.9518645833334,84.9919425331418,96.4776229166667,179.97992191021802,869.188065140094,153082.45356737802,8.68426512474178,Well_12,1.23349,56.8859
2001-06-03,24.0,79.8681270833334,72.35686108765519,96.2504166666667,200.223512753711,2365.54751547378,391093.230082794,0.0,Well_13,1.22352,56.9148
2001-06-04,24.0,76.9538874999999,84.2374956062581,96.49277291666671,180.00413929096703,878.1360753493831,154943.26502181301,8.56470720105673,Well_12,1.23349,56.8859
2001-06-04,24.0,79.94954375,72.8010026425464,96.2433333333332,200.034773425037,2398.61729554777,408045.221619823,0.0,Well_13,1.22352,56.9148
2001-06-05,24.0,76.69149375,84.1667079419279,96.4984354166666,180.16003256009,858.8633934472631,160140.08730521,8.24762685225647,Well_12,1.23349,56.8859
2001-06-05,24.0,79.8691875,73.6211041906493,96.22,199.72999899032502,2391.31859670257,435869.481011883,0.0,Well_13,1.22352,56.9148
2001-06-06,24.0,76.7720020833333,84.3712776255525,96.49331875,180.10495025777902,869.3418541932481,163851.55124028402,8.375278574805339,Well_12,1.23349,56.8859
2001-06-06,24.0,79.37941041666669,74.841870585151,96.20124999999989,199.60604766520402,2353.23873504675,449343.93943892897,0.0,Well_13,1.22352,56.9148
2001-06-07,24.0,77.0483749999999,83.0059548209408,96.51567291666659,180.010676421357,909.044734413882,169154.46363101198,8.44190717682345,Well_12,1.23349,56.8859
2001-06-07,24.0,79.25583541666668,76.6271800603717,96.18291666666669,199.533760085678,2377.7430442444597,473186.767459594,0.0,Well_13,1.22352,56.9148
2001-06-08,24.0,76.97307352941169,83.0820535820403,96.5150647058823,180.049597505072,895.6372713377721,150040.329978695,8.37204063880502,Well_12,1.23349,56.8859
2001-06-08,24.0,78.60668823529409,77.9916149249914,96.1429411764706,199.36289964809302,2348.8347346183405,458230.409599156,0.0,Well_13,1.22352,56.9148
2001-06-09,24.0,76.97495416666659,83.08015479233909,96.5150770833333,180.04862427578502,879.40566530534,159196.77913103698,8.3737980780232,Well_12,1.23349,56.8859
2001-06-09,24.0,77.3163645833333,78.6341707517303,96.11874999999999,199.152948283455,2322.1152022263,565925.985267041,0.0,Well_13,1.22352,56.9148
2001-06-10,24.0,73.4278270833333,83.5739622891165,96.47506875,180.544910799064,805.1160079247779,146586.512076181,7.4537848941283995,Well_12,1.23349,56.8859
2001-06-10,24.0,72.3172645833333,81.9795566035238,96.12062499999999,199.15044842479702,2190.64220110446,553678.783802593,0.0,Well_13,1.22352,56.9148
2001-06-11,24.0,74.1086955555556,82.7961554330039,96.3101111111111,179.960050672627,854.926963377174,154904.17567342301,8.974552709285689,Well_12,1.23349,56.8859
2001-06-11,24.0,75.0419222222222,82.3412855958012,96.14200000000001,199.441195874817,1944.25796293856,522249.72976889,0.0,Well_13,1.22352,56.9148
2001-06-12,24.0,75.6645369565218,82.8196616401941,96.4191934782608,179.956365180522,929.998935995358,146439.188175499,8.73644635478574,Well_12,1.23349,56.8859
2001-06-12,24.0,76.5183543478261,79.01213996105119,96.1215217391305,198.633004854983,2313.9208867605903,583423.8206845741,0.0,Well_13,1.22352,56.9148
2001-06-13,24.0,74.6845208333333,75.3088504320978,96.07583333333339,197.932183972169,2262.82916005671,647249.871866228,0.0,Well_13,1.22352,56.9148
2001-06-14,24.0,72.5701437500001,83.0745363600053,96.3051625,180.285808782033,861.008663695729,132746.15692947299,8.31035245807973,Well_12,1.23349,56.8859
2001-06-14,24.0,77.427375,80.2202477415611,96.068125,198.066968018142,2117.37181039216,650766.816439475,0.0,Well_13,1.22352,56.9148
2001-06-15,24.0,77.8161025,82.0855272786056,96.5167325,179.563308382225,1030.92868920096,131719.40002944198,9.26202285126331,Well_12,1.23349,56.8859
2001-06-15,24.0,76.8896475,79.3768179291055,96.05874999999999,197.777401056932,2230.63961617062,627707.656939359,0.0,Well_13,1.22352,56.9148
2001-06-16,23.0,78.3776346153846,81.2811531425564,96.51217307692309,179.203870435625,1058.15198138569,131687.42671384203,9.94217258736814,Well_12,1.23349,56.8859
2001-06-16,23.5,76.4842461538462,78.81296577086019,96.0615384615385,197.554336745917,2110.51794465194,604164.180120643,0.0,Well_13,1.22352,56.9148
2001-06-17,22.5,74.0389,80.95953535398421,96.2332882352941,179.216532841864,1069.74813787876,175011.567332032,10.599444924122,Well_12,1.23349,56.8859
2001-06-17,22.5,71.7731117647059,87.8571571269684,96.1494117647059,198.727053245925,1815.94659153409,670920.8056593881,0.0,Well_13,1.22352,56.9148
2001-06-18,24.0,78.4368366666666,81.19206946140139,96.51165999999999,179.171806351094,1093.3286312417601,167577.05237100902,10.0042702253297,Well_12,1.23349,56.8859
2001-06-18,24.0,76.20908,80.45154799717169,96.0406666666667,197.298094823586,2094.04128808912,778454.245217092,0.0,Well_13,1.22352,56.9148
2001-06-19,24.0,75.751093877551,80.5472680273355,96.3260040816326,179.12565562712302,1099.2513652847301,176952.722031814,10.533996041058801,Well_12,1.23349,56.8859
2001-06-19,24.0,76.1162183673469,84.539685153106,96.0669387755102,197.78362519481502,1902.41989640578,725075.1730881671,0.0,Well_13,1.22352,56.9148
2001-06-20,24.0,78.4084568181818,81.2301156436026,96.51246363636359,179.193017727559,1060.54501788836,180513.418454691,9.961972653742249,Well_12,1.23349,56.8859
2001-06-20,24.0,76.0951477272727,79.006979976117,96.03113636363639,196.82745476692102,2058.4048063006203,848926.26295951,0.0,Well_13,1.22352,56.9148
2001-06-21,24.0,78.39179361702129,81.25769333967801,96.5127212765957,179.20459158961398,1056.02517061579,178108.028971409,9.9397132821,Well_12,1.23349,56.8859
2001-06-21,24.0,75.98945531914889,79.06872774215,96.02148936170221,196.549704513481,2037.55987170665,844829.259722772,0.0,Well_13,1.22352,56.9148
2001-06-22,23.0,72.02019166666669,81.6952560112203,96.14283541666659,179.674132949534,1029.4804191822802,129437.73429562099,9.92249728269506,Well_12,1.23349,56.8859
2001-06-22,23.0,76.0866520833333,81.9549392453899,95.99666666666668,196.549137169672,1921.84064425542,598504.3121619561,0.0,Well_13,1.22352,56.9148
2001-07-02,24.0,75.8488213398403,65.1956497497448,96.2523016858917,198.276729287486,2691.6926399878303,296655.491605189,0.0,Well_13,1.22352,56.9148
2001-07-03,24.0,81.9991624267968,65.63400749831919,96.27138603371779,197.473745354885,2827.83417117621,292395.740679683,0.0,Well_13,1.22352,56.9148
2001-07-04,22.5,78.6746772485359,67.3547118603147,96.2601877206744,197.52132207822999,2599.0786492103903,248834.192900589,0.0,Well_13,1.22352,56.9148
2001-07-05,14.5,77.5571724137931,80.60101586809328,99.6769724137931,193.63580418844802,2932.2812804764203,426787.044993787,8.83101747447903,Well_12,1.23349,56.8859
2001-07-05,23.7,81.6091035449707,65.7647739667048,96.25746375441351,196.496124654265,734.063308273335,222316.480890156,0.0,Well_13,1.22352,56.9148
2001-07-06,24.0,77.7243895833333,80.0085701264858,99.6831458333333,193.358611312091,3510.12731056646,440422.01641912403,8.917402763586528,Well_12,1.23349,56.8859
2001-07-06,24.0,83.4258560708994,67.0937680913209,96.2150692750883,195.99091508797602,920.7605810188761,243878.737759632,0.0,Well_13,1.22352,56.9148
2001-07-07,11.8,75.59912812500001,80.75591432995769,99.55771875,193.342576802016,1674.6807108607802,131224.493309396,8.72869467129376,Well_12,1.23349,56.8859
2001-07-07,11.8,79.2319163550264,70.45597564254159,96.15661968456139,195.812583119059,569.0159471935569,75815.5307852936,0.0,Well_13,1.22352,56.9148
2001-07-08,1.6297576069723052,79.2319163550264,70.45597564254159,96.15661968456139,195.812583119059,27.913386841435198,4454.99763576698,0.0,Well_13,1.22352,56.9148
2001-07-09,10.1,72.86795599999999,79.6665070500748,99.398856,192.84944768354902,1200.1950992722602,258327.757263876,9.10455546440489,Well_12,1.23349,56.8859
2001-07-09,10.1,72.9948,82.6206048824462,96.13346428571428,200.297722843585,306.289961309855,78219.0515908819,0.0,Well_13,1.22352,56.9148
2001-07-10,23.75,75.3120340425532,79.6125863540715,99.5373531914894,192.43636474139802,2969.82047200381,372287.89632965904,9.03968140452815,Well_12,1.23349,56.8859
2001-07-10,23.75,79.72457,75.5589051511401,96.28994928571429,198.657580577273,645.755723433916,148946.959259777,0.0,Well_13,1.22352,56.9148
2001-07-11,22.25,71.6059325,79.7878875718322,99.3233925,192.395628419426,3177.13236281051,422547.336809143,8.779068694259168,Well_12,1.23349,56.8859
2001-07-11,22.25,72.88233266666668,71.202104157802,96.2478433174603,197.059046767941,710.100659892147,191707.256327704,0.0,Well_13,1.22352,56.9148
2001-07-12,21.4,67.4788608695652,79.6323005493286,99.1886913043479,193.114297317639,2858.7135323956204,429727.30299130897,7.49870400535743,Well_12,1.23349,56.8859
2001-07-12,21.4,74.3683272727273,69.4467523298286,96.25750000000001,196.209785144524,816.8398098657261,173316.36523420102,0.0,Well_13,1.22352,56.9148
2001-07-13,23.25,72.8679765957447,80.0444470430395,99.55226170212771,192.717797765337,3064.06842409024,476717.613974875,7.20021341362067,Well_12,1.23349,56.8859
2001-07-13,23.25,80.232,71.6350873134306,96.179,196.108870395701,1154.2103088285799,204014.76977533402,0.0,Well_13,1.22352,56.9148
2001-07-14,24.0,73.5583333333333,80.008084737263,99.5851833333333,192.36112812648403,2692.09478724283,571763.867538964,7.18747246662959,Well_12,1.23349,56.8859
2001-07-14,24.0,79.1349270833333,75.1541508454833,96.0791666666667,195.590733024535,1453.6612230456901,274572.064841122,0.0,Well_13,1.22352,56.9148
2001-07-15,24.0,73.79796875,80.00853887825261,99.59783125,192.076158821989,2509.31848185165,579534.958150521,7.14652871384872,Well_12,1.23349,56.8859
2001-07-15,24.0,78.4100875,76.8410554678503,96.02785416666669,195.33191432481803,1458.11025749343,285620.996111632,0.0,Well_13,1.22352,56.9148
2001-07-16,24.0,73.83845208333331,80.0084617992773,99.6003395833333,191.81216541485003,2357.63896834426,607159.4118606991,7.11903020399651,Well_12,1.23349,56.8859
2001-07-16,24.0,77.53323125,77.6935072702024,95.9997083333333,195.049930268204,1525.30382375879,298274.41134657606,0.0,Well_13,1.22352,56.9148
2001-07-17,24.0,72.42023125,79.94808604625739,99.51096875,191.62043458865003,2271.10886029659,616289.2878356191,7.09962416389707,Well_12,1.23349,56.8859
2001-07-17,24.0,75.4375375,77.879952978557,95.9801458333333,194.77459166919002,1565.30347465753,298625.309795097,0.0,Well_13,1.22352,56.9148
2001-07-18,24.0,73.724,80.00796391076129,99.5953145833333,191.30381707354599,2246.05572275401,633391.4137795661,7.07998548506277,Well_12,1.23349,56.8859
2001-07-18,24.0,77.02598125,78.00731452753149,95.9661875,194.50552354897502,1534.90122630679,305060.73185176397,0.0,Well_13,1.22352,56.9148
2001-07-19,24.0,73.66648125,80.0082368119981,99.59276875,191.049839766763,2258.64308106074,633080.997548531,7.0602913379946,Well_12,1.23349,56.8859
2001-07-19,24.0,77.2971458333333,78.2967794111792,95.93560416666669,194.228101734412,1475.13324184597,302414.88988399203,0.0,Well_13,1.22352,56.9148
2001-07-20,24.0,73.6203625,80.008103486203,99.5908375,190.794825018637,2188.37320670079,644268.760501584,7.039391554306369,Well_12,1.23349,56.8859
2001-07-20,24.0,76.8288958333333,78.1891542463089,95.9133958333334,193.956262937518,1517.1871096055602,305775.082315137,0.0,Well_13,1.22352,56.9148
